Index,pKa
2153,4.15
2154,6.35
2155,7.51
2156,7.9
2157,6
2158,5.84
2159,2.07
2160,11.43
2161,2.35
2162,5.8
2163,2.3
2164,6.55
2165,6.1
2166,1.67
2167,2.01
2168,2.26
2169,4.24
2170,3.1
2171,8.27
2172,4.1
2173,5.64
2174,3.09
2175,2.84
2176,6.9
2177,7.63
2178,3.5
2179,3.71
2180,3.4
2181,10
2182,1.56
2183,8.82
2184,9.77
2185,8.06
2186,8.88
2187,8.4
2188,8.45
2189,8.54
2190,8.68
2191,0.31
2192,10.49
2193,9.3
2194,4.1
2195,5.27
2196,6.88
2197,4.01
2198,3.855
2199,3.94
2200,3.27
2201,3.06
2202,6.5
2203,2.05
2204,6.13
2205,0.77
2206,8.58
2207,-1.44
2208,6.95
2209,6.96
2210,3.75
2211,13.48
2212,8.34
2213,8.75
2214,11.24
2215,6.91
2216,6.76
2217,9.52
2218,3.89
2219,0.2
2220,10.16
2221,12.97
2222,6
2223,2.11
2224,3.1
2225,4.14
2226,5.01
2227,3.72
2228,6.16
2229,4.15
2230,1.52
2231,6.2
2232,4.4
2233,4.36
2234,3.25
2235,4.65
2236,13.3
2237,13.16
2238,7.24
2239,6.23
2240,5.15
2241,6.5
2242,7.38
2243,6.09
2244,8.2
2245,8.21
2246,8.27
2247,9.25
2248,8.85
2249,10.95
2250,8.87
2251,8.98
2252,7.51
2253,4.06
2254,4.54
2255,5.44
2256,13.33
2257,6.53
2258,6.5
2259,6.33
2260,4.84
2261,3.69
2262,15.4
2263,5.98
2264,10.48
2265,6.25
2266,10.7
2267,15.52
2268,12.83
2269,2.35
2270,2.13
2271,2.07
2272,2.85
2273,3.67
2274,0.85
2275,-0.88
2276,-0.71
2277,1.92
2278,2.1
2279,2.26
2280,2.08
2281,2.09
2282,2
2283,2.1
2284,2.7
2285,0.99
2286,1.16
2287,1.23
2288,1.37
2289,0.6
2290,1.11
2291,2.15
2292,1.8
2293,3.1
2294,1.2
2295,3.34
2296,1.92
2297,1.99
2298,2.15
2299,2.1
2300,2.12
2301,3.14
2302,2.9
2303,2.2
2304,2.12
2305,3.6
2306,1.63
2307,1.53
2308,3.15
2309,2.36
2310,2.99
2311,2.88
2312,2.93
2313,3.01
2314,4.2
2315,2.63
2316,4.26
2317,2.25
2318,4.6
2319,2.28
2320,3.63
2321,1.83
2322,3.5
2323,2.15
2324,2
2325,2.16
2326,4.4
2327,2.1
2328,2.97
2329,2.97
2330,1.8
2331,2.26
2332,3
2333,3.55
2334,3.6
2335,1.84
2336,3.69
2337,3.35
2338,4.51
2339,3.38
2340,1.69
2341,3.9
2342,4.07
2343,4.57
2344,1.65
2345,3
2346,5.37
2347,2
2348,2.35
2349,2.4
2350,5.59
2351,4.58
2352,4.38
2353,3.95
2354,4.15
2355,2.71
2356,4.7
2357,5.76
2358,6.37
2359,4.13
2360,5.66
2361,4.77
2362,4.4
2363,6.7
2364,4.3
2365,2.25
2366,2.99
2367,4.28
2368,2.01
2369,6.47
2370,5.59
2371,6.15
2372,3.11
2373,3.01
2374,4.9
2375,7.03
2376,3.02
2377,7.47
2378,6.2
2379,6.74
2380,4.8
2381,6.34
2382,6.64
2383,5.06
2384,5.03
2385,3.67
2386,7.62
2387,5.32
2388,4.19
2389,6.72
2390,7.93
2391,6.63
2392,8.42
2393,5.72
2394,7.74
2395,7.09
2396,6.8
2397,7.12
2398,8.45
2399,8.23
2400,8.16
2401,8.62
2402,7.25
2403,7.37
2404,8.04
2405,8.81
2406,8.76
2407,7.88
2408,7.46
2409,9.17
2410,8.49
2411,9.42
2412,5.87
2413,8.68
2414,9.3
2415,8.5
2416,8.78
2417,9.33
2418,9.3
2419,9.7
2420,9.21
2421,9.93
2422,9.7
2423,9.63
2424,10.11
2425,9.67
2426,7.5
2427,10.1
2428,8.79
2429,8.83
2430,10.7
2431,10.53
2432,9.4
2433,11.1
2434,11.3
2435,8.67
2436,6.62
2437,7.06
2438,4.56
2439,4.42
2440,4.315
2441,1.36
2442,6.53
2443,7.3
2444,9.94
2445,6.7
2446,7.32
2447,9.2
2448,10.33
2449,4.31
2450,4.74
2451,4.65
2452,4.63
2453,3.51
2454,4.57
2455,8.6
2456,3.16
2457,8.34
2458,4.2
2459,4.7
2460,-0.13
2461,10.35
2462,11.13
2463,5.27
2464,4.4
2465,8.75
2466,11.22
2467,8.2
2468,2.27
2469,3.16
2470,11.95
2471,2.5
2472,4.59
2473,9.49
2474,7.76
2475,5
2476,1.41
2477,0.37
2478,11.87
2479,8.64
2480,9.23
2481,6
2482,1.79
2483,8.49
2484,3.4
2485,10.42
2486,6.78
2487,9.6
2488,3.7
2489,2.33
2490,8.26
2491,6.5
2492,12.51
2493,5.91
2494,5.56
2495,4.93
2496,-0.71
2497,9.75
2498,5.89
2499,3.79
2500,10.09
2501,4.41
2502,-2.13
2503,5.37
2504,12.09
2505,6.75
2506,9.64
2507,3.44
2508,11.67
2509,8.51
2510,10.12
2511,2.29
2512,10.34
2513,4.87
2514,7.05
2515,11.3
2516,2.34
2517,8.7
2518,8.82
2519,9.32
2520,4.515
2521,5.67
2522,4.16
2523,4.64
2524,5.13
2525,5.61
2526,7.64
2527,3.43
2528,8.34
2529,5.95
2530,8.28
2531,4.4
2532,2.96
2533,7.7
2534,9.7
2535,10.61
2536,10.79
2537,4.95
2538,4.04
2539,10.82
2540,3.7
2541,2.395
2542,11.77
2543,3.56
2544,10.96
2545,9.84
2546,5.82
2547,10.92
2548,7.73
2549,7.7
2550,7.54
2551,10.88
2552,6.91
2553,4.1
2554,3.11
2555,9.69
2556,7.27
2557,12.85
2558,8.22
2559,6.3
2560,12.02
2561,4.9
2562,11.99
2563,3.28
2564,7.85
2565,10.21
2566,9.54
2567,11.5
2568,10.78
2569,7.44
2570,10.71
2571,8
2572,4.8
2573,8.14
2574,5.88
2575,3.76
2576,4.17
2577,5.3
2578,5.5
2579,9.8
2580,10.02
2581,5.02
2582,2
2583,4.78
2584,3.24
2585,8.64
2586,-1.62
2587,9.19
2588,9.14
2589,10.42
2590,10.77
2591,3
2592,7.71
2593,1.9
2594,2.38
2595,9.15
2596,3.46
2597,4.52
2598,11.3
2599,10.71
2600,14.56
2601,4.02
2602,8.91
2603,10.4
2604,10.1
2605,7.69
2606,8.46
2607,3.22
2608,7.65
2609,9.52
2610,4.75
2611,15.6
2612,3.6
2613,8.36
2614,2.06
2615,6.95
2616,6.45
2617,8.99
2618,9.26
2619,9.96
2620,10.01
2621,10.16
2622,8.81
2623,10.9
2624,7.4
2625,10.14
2626,3.55
2627,10.95
2628,11.26
2629,10.97
2630,5.76
2631,3.91
2632,4.46
2633,4.96
2634,11.18
2635,11.465
2636,9.23
2637,11.36
2638,10.81
2639,10.45
2640,3.42
2641,11.4
2642,8.83
2643,3.1
2644,11.48
2645,9.02
2646,3
2647,7.33
2648,6
2649,8.27
2650,6.8
2651,8.91
2652,8.9
2653,7.4
2654,11.5
2655,7
2656,9.7
2657,11.85
2658,3
2659,3.425
2660,4.66
2661,13.9
2662,12.4
2663,8.6
2664,8.7
2665,5.01
2666,12.5
2667,11.8
2668,6.12
2669,7.7
2670,4.49
2671,4.3
2672,10.5
2673,2.62
2674,11.48
2675,9.2
2676,11.2
2677,6.8
2678,6.8
2679,4.9
2680,8.55
2681,3.76
2682,9.06
2683,6.85
2684,3.6
2685,6.91
2686,6
2687,12.4
2688,8.73
2689,4.01
2690,5.65
2691,3.9
2692,12.75
2693,10.6
2694,10.1
2695,11
2696,10.24
2697,10.3
2698,7.3
2699,10.58
2700,6.3
2701,11.35
2702,4.25
2703,3.45
2704,10.03
2705,11.7
2706,4.24
2707,8
2708,1.51
2709,3.8
2710,9.15
2711,5.01
2712,4.3
2713,3.85
2714,2.85
2715,8.1
2716,7.56
2717,11.5
2718,11.75
2719,1.7
2720,3.71
2721,2.62
2722,8.22
2723,6.39
2724,11.34
2725,2.27
2726,5
2727,7.33
2728,5.81
2729,9.12
2730,5.9
2731,7.92
2732,2.46
2733,6.48
2734,7.9
2735,9.12
2736,5.18
2737,2.12
2738,13.28
2739,2.97
2740,3.21
2741,5.48
2742,10.2
2743,5.1
2744,5.8
2745,2.6
2746,5.36
2747,4.83
2748,8.1
2749,5.05
2750,2.39
2751,3.59
2752,8.05
2753,3.07
2754,6.47
2755,2
2756,12.1
2757,2.3
2758,5.19
2759,1.89
2760,8.5
2761,12.8
2762,10.74
2763,5.21
2764,1.63
2765,3
2766,8.02
2767,4.6
2768,3.39
2769,1.07
2770,2.24
2771,10.6
2772,3.31
2773,4.4
2774,3.54
2775,18.4
2776,3.45
2777,9.59
2778,11.4
2779,4.98
2780,9.33
2781,2.83
2782,2.21
2783,6.12
2784,2.97
2785,9.3
2786,1.58
2787,6.81
2788,6.75
2789,9.85
2790,9.33
2791,4.04
2792,2.29
2793,2.22
2794,4.06
2795,8.1
2796,4.53
2797,3.71
2798,7.84
2799,5.04
2800,2.5
2801,4.5
2802,2.22
2803,2.2
2804,0.38
2805,2.73
2806,5.22
2807,3.11
2808,3.8
2809,7.6
2810,2.68
2811,3
2812,4.27
2813,12.1
2814,3.43
2815,3.18
2816,-1.7
2817,10.15
2818,4.51
2819,5.01
2820,5.76
2821,3.03
2822,7.01
2823,-0.04
2824,2.1
2825,1.75
2826,10.77
2827,2.6
2828,4.34
2829,13.5
2830,3.95
2831,6.15
2832,3.8
2833,9.19
2834,8.88
2835,7.4
2836,5.03
2837,4.79
2838,5.81
2839,3.15
2840,9.38
2841,1.51
2842,9.64
2843,3.01
2844,2.29
2845,1.3
2846,4.71
2847,4.6
2848,2.21
2849,4.66
2850,3.84
2851,2.5
2852,8.95
2853,4.84
2854,5.01
2855,5.5
2856,8.17
2857,3.92
2858,2.5
2859,11.52
2860,5.4
2861,3.56
2862,3.7
2863,7.35
2864,1.6
2865,3.97
2866,6.8
2867,7.7
2868,3.5
2869,8.8
2870,9.29
2871,5.8
2872,8.4
2873,9.88
2874,9.02
2875,10.88
2876,6.71
2877,1.71
2878,6.36
2879,2.86
2880,8.31
2881,1.86
2882,-7.15
2883,8.52
2884,9.04
2885,12.12
2886,1.33
2887,8.3
2888,8.15
2889,9.21
2890,9.26
2891,6.19
2892,9.65
2893,9.4
2894,3.41
2895,4.24
2896,1.72
2897,4.07
2898,6.37
2899,8.55
2900,8.78
2901,10.04
2902,10.43
2903,4.96
2904,9.71
2905,5.1
2906,5.8
2907,10.65
2908,12.8
2909,2.27
2910,9.17
2911,2.61
2912,1.6
2913,8.85
2914,11.1
2915,2.05
2916,9.11
2917,10.3
2918,4.16
2919,3.9775
2920,8.9
2921,3.23
2922,7.2
2923,4.52
2924,10.14
2925,11.25
2926,2.61
2927,2.66
2928,4.54
2929,1.84
2930,2.4
2931,3.42
2932,10.9
2933,4.8
2934,9.46
2935,4.76
2936,8.85
2937,2.66
2938,5.5
2939,4.36
2940,11.6
2941,3.06
2942,4.3
2943,12.8
2944,1.37
2945,2.74
2946,3.33
2947,3.37
2948,2.5
2949,6.32
2950,3.99
2951,6.6
2952,3.17
2953,3.8
2954,6.6
2955,3.6
2956,2.93
2957,7.15
2958,3.08
2959,7.32
2960,3.43
2961,6.41
2962,8.77
2963,12.46
2964,2.98
2965,10.8
2966,8.98
2967,13.86
2968,10.05
2969,7.8
2970,10.11
2971,10.03
2972,8.07
2973,7.6
2974,10.55
2975,4.28
2976,1.91
2977,8.36
2978,4.18
2979,7.45
2980,3
2981,7.8
2982,9.09
2983,9.6
2984,14.3
2985,7.64
2986,6.3
2987,9.1
2988,2.29
2989,2.08
2990,6.67
2991,7.65
2992,10.71
2993,6.83
2994,3.1
2995,10.5
2996,4.88
2997,6.3
2998,9.26
2999,10.01
3000,9.51
3001,9.83
3002,8.28
3003,1.86
3004,4.44
3005,4.68
3006,9.5
3007,9.12
3008,8.27
3009,5.41
3010,10.22
3011,4.85
3012,9.89
3013,9.93
3014,9.05
3015,1.69
3016,6
3017,10.32
3018,10.51
3019,10.24
3020,4.54
3021,9.73
3022,7.67
3023,6.52
3024,10.99
3025,9.27
3026,10.54
3027,3.86
3028,6
3029,10.5
3030,3.6
3031,3.3
3032,10.57
3033,5.62
3034,2.54
3035,4.5
3036,4.84
3037,2.85
3038,3.04
3039,5.32
3040,9.07
3041,4.89
3042,12.74
3043,2.01
3044,8.68
3045,4.5
3046,5.02
3047,3.25
3048,8.8
3049,3.5
3050,9.91
3051,2.76
3052,3.98
3053,1.98
3054,7.56
3055,2.85
3056,0.21
3057,-2
3058,3.74
3059,8
3060,3.44
3061,1.22
3062,9.3
3063,3.58
3064,2.9
3065,6.6
3066,18.08
3067,3.12
3068,3.75
3069,2.45
3070,2.92
3071,6.76
3072,11.29
3073,10.85
3074,2.68
3075,2.13
3076,3.4
3077,3.46
3078,2.99
3079,2.9
3080,7.05
3081,9.825
3082,6.78
3083,4.15
3084,4.8
3085,9.12
3086,4.28
3087,4.27
3088,3.89
3089,8.55
3090,4.06
3091,8
3092,7.38
3093,3.35
3094,4.18
3095,1.34
3096,-0.61
3097,11.415
3098,10.59
3099,3.2
3100,9.5
3101,7.39
3102,8.03
3103,3.59
3104,8.75
3105,-0.01
3106,6.08
3107,11.64
3108,8.1
3109,6.63
3110,12.1
3111,2.79
3112,4
3113,10.2
3114,4.18
3115,4.59
3116,3.73
3117,4.18
3118,4.64
3119,7.65
3120,3.46
3121,3.72
3122,3.53
3123,4.2
3124,1.45
3125,8.5
3126,4.12
3127,4.8
3128,13
3129,10.54
3130,9.55
3131,9.28
3132,4.3
3133,10.1
3134,10.23
3135,9.9
3136,8.01
3137,8.83
3138,8.07
3139,9.84
3140,7.86
3141,9.25
3142,4.78
3143,3.4
3144,6.33
3145,7.05
3146,4.88
3147,3.43
3148,8.88
3149,3.4
3150,5.03
3151,7.3
3152,6.15
3153,8
3154,5.5
3155,6.45
3156,2.11
3157,6.18
3158,4.18
3159,7.86
3160,2.77
3161,8.85
3162,9.15
3163,2.27
3164,4.09
3165,3.79
3166,3.9
3167,3.26
3168,6.48
3169,-1.9
3170,13.64
3171,0.48
3172,11.4
3173,5.73
3174,8.15
3175,4.4
3176,3.84
3177,2.68
3178,8.4
3179,10.83
3180,7.25
3181,9.5
3182,10.72
3183,10.81
3184,8.24
3185,3.1
3186,6.79
3187,7.1
3188,8.77
3189,11.5
3190,10.8
3191,5
3192,-2.2
3193,2.12
3194,0.76
3195,1.05
3196,1.77
3197,1.22
3198,2.4
3199,3.24
3200,2.15
3201,1.43
3202,2.1
3203,0.5
3204,3.5
3205,2.2
3206,2.28
3207,1.42
3208,1.1
3209,2.1
3210,3.08
3211,3.9
3212,3.92
3213,2.02
3214,3.8
3215,3.62
3216,2.35
3217,4.46
3218,4.6
3219,5.02
3220,4.8
3221,5.88
3222,7.29
3223,4.56
3224,7.52
3225,4.05
3226,7.42
3227,6.75
3228,7.12
3229,6.64
3230,8.35
3231,6.87
3232,7.7
3233,7.98
3234,8.67
3235,8.31
3236,8.12
3237,8.97
3238,8.08
3239,9.56
3240,9.77
3241,9.68
3242,9
3243,9.62
3244,10.6
3245,11.3
