Index,pKa
2150,9.64
2151,5.2
2152,8.26
2153,4.3
2154,-2.5
2155,5.05
2156,5.01
2157,2.97
2158,1.78
2159,9.6
2160,6.2
2161,8.77
2162,6.04
2163,4.5
2164,6.7
2165,4.36
2166,5.64
2167,5.29
2168,12.58
2169,4.63
2170,4.55
2171,9.17
2172,1.73
2173,3.76
2174,10
2175,4.48
2176,4.65
2177,3.43
2178,3.51
2179,17.56
2180,8.08
2181,6.71
2182,7.97
2183,8.46
2184,9.48
2185,6.65
2186,4.96
2187,4.17
2188,5
2189,6.76
2190,9.55
2191,9.21
2192,3.06
2193,7.29
2194,5.65
2195,8.18
2196,1.6
2197,6.1
2198,8.7
2199,3.7
2200,8.3
2201,2.57
2202,3.71
2203,2.58
2204,4.25
2205,9.155
2206,9.27
2207,4.75
2208,5.5
2209,-2.3
2210,6.05
2211,10.71
2212,10.97
2213,3.3
2214,-0.53
2215,5.36
2216,8.28
2217,7.41
2218,8.79
2219,7.81
2220,5.33
2221,9.93
2222,9.3
2223,3.49
2224,5.8
2225,3.1
2226,8.97
2227,10.23
2228,9.75
2229,5.12
2230,6.02
2231,5.72
2232,4.37
2233,5.15
2234,4.42
2235,9.9
2236,5.67
2237,9.94
2238,9.93
2239,5.56
2240,5.32
2241,10.38
2242,5.95
2243,5.82
2244,10.27
2245,7.06
2246,7.06
2247,5.9
2248,4.67
2249,4.71
2250,4.22
2251,8.6
2252,5.86
2253,9.36
2254,9.31
2255,4.05
2256,7.1
2257,7.3
2258,9.3
2259,9.06
2260,3.73
2261,9.51
2262,6.01
2263,5.83
2264,4.53
2265,4.59
2266,8.84
2267,10.85
2268,3.43
2269,9.39
2270,9.41
2271,7.17
2272,8.69
2273,8.26
2274,5.3
2275,5.08
2276,4.68
2277,4.19
2278,3.7
2279,5.17
2280,10.23
2281,6.16
2282,9.7
2283,6.18
2284,1.4
2285,10
2286,7.42
2287,4.84
2288,8.8
2289,11.7
2290,5.33
2291,9.4
2292,9.27
2293,9.64
2294,5.01
2295,10.08
2296,4.64
2297,4.36
2298,7.2
2299,5.19
2300,10.7
2301,10.9
2302,11.88
2303,11.15
2304,8.7
2305,9.22
2306,9.5
2307,7.07
2308,9.13
2309,7.96
2310,9.12
2311,8.51
2312,9.25
2313,5.19
2314,10.47
2315,10.01
2316,10.14
2317,11.17
2318,10.46
2319,10.24
2320,10.76
2321,8.9
2322,10.33
2323,10.1
2324,9.49
2325,8.2
2326,8.27
2327,11.02
2328,10.47
2329,11.86
2330,10.06
2331,9
2332,8.9
2333,9
2334,9.33
2335,9.2
2336,8.89
2337,9.32
2338,4.9
2339,10
2340,-0.71
2341,-0.62
2342,5.99
2343,-0.8
2344,2.89
2345,2.61
2346,-0.78
2347,-0.77
2348,2.7
2349,-0.44
2350,3.54
2351,3.68
2352,2.88
2353,1.94
2354,-0.82
2355,0.3
2356,5.36
2357,4.89
2358,4.65
2359,4.18
2360,4.93
2361,4.62
2362,5.72
2363,1.01
2364,5.26
2365,5.48
2366,5.02
2367,5.7
2368,5.85
2369,5.66
2370,5.2
2371,11.25
2372,4.8
2373,-1.2
2374,4.5
2375,-0.57
2376,8.29
2377,2.33
2378,3.31
2379,0.39
2380,10.21
2381,10.82
2382,6
2383,4.32
2384,0.95
2385,2.8
2386,6.65
2387,4.01
2388,7.17
2389,6.06
2390,5.59
2391,6.28
2392,7.62
2393,-1.15
2394,3.21
2395,0.28
2396,3.13
2397,2.9
2398,9.88
2399,1.8
2400,10.71
2401,9.74
2402,6
2403,9.23
2404,0.26
2405,4.33
2406,4.16
2407,-3.16
2408,2.6
2409,3.99
2410,-5.53
2411,4.03
2412,3.06
2413,3.04
2414,4.1
2415,6.96
2416,2.35
2417,2.8
2418,1.1
2419,1.15
2420,1.81
2421,0.4
2422,5.05
2423,2.81
2424,-0.96
2425,10.76
2426,13.1
2427,4.62
2428,7.87
2429,9.18
2430,1.07
2431,1.42
2432,1.36
2433,2.11
2434,2.24
2435,7.15
2436,7.27
2437,2.65
2438,7.23
2439,4.1
2440,1.89
2441,2.23
2442,2.6
2443,3.47
2444,2.35
2445,9.7
2446,4.83
2447,2.7
2448,2.87
2449,4.41
2450,4.52
2451,4.09
2452,3
2453,12.13
2454,2.8
2455,4.95
2456,9.3
2457,3.4
2458,3.22
2459,3.8
2460,3.51
2461,3.52
2462,4.18
2463,3.68
2464,6.41
2465,2.92
2466,4.05
2467,3.71
2468,3.5
2469,6.67
2470,3.27
2471,4
2472,3.47
2473,4.91
2474,3.7
2475,4.43
2476,3.7
2477,4.42
2478,4.77
2479,5.46
2480,4.53
2481,4
2482,5.46
2483,4.5
2484,4.5
2485,6.56
2486,4.84
2487,6.5
2488,4.97
2489,9.9
2490,5.26
2491,5.78
2492,5.63
2493,10.2
2494,7.18
2495,5.04
2496,4.6
2497,6.25
2498,6.16
2499,5.35
2500,4.82
2501,7.87
2502,5.65
2503,5.79
2504,6.67
2505,5.5
2506,6.2
2507,5.83
2508,10.35
2509,7.2
2510,6.6
2511,6.23
2512,5.7
2513,6.37
2514,6.66
2515,11.04
2516,6.16
2517,5.97
2518,7.3
2519,6.21
2520,6.11
2521,5.8
2522,8.64
2523,7.15
2524,7.48
2525,6.89
2526,6.25
2527,6.4
2528,6.1
2529,7.69
2530,6.95
2531,6.37
2532,7.12
2533,6.81
2534,8
2535,7.81
2536,6.65
2537,8.59
2538,7.07
2539,6.74
2540,6.95
2541,6.99
2542,6.87
2543,8.79
2544,7.05
2545,8.35
2546,9
2547,9.86
2548,8.02
2549,8.05
2550,8.5
2551,8.5
2552,8.08
2553,7.08
2554,10.78
2555,6.9
2556,7.49
2557,8.8
2558,8
2559,8.96
2560,9.2
2561,6.86
2562,8.8
2563,6.98
2564,9.2
2565,8.33
2566,8.8
2567,9.22
2568,8.36
2569,8.95
2570,8.3
2571,9
2572,8.26
2573,9.76
2574,8.5
2575,9.3
2576,8.8
2577,7.9
2578,7.35
2579,8.62
2580,9.15
2581,9
2582,7.44
2583,9.15
2584,9.15
2585,8.8
2586,8.7
2587,8.81
2588,9.33
2589,7.83
2590,9
2591,8.02
2592,9
2593,8.58
2594,9.3
2595,8.73
2596,9.6
2597,8.5
2598,9.51
2599,8.9
2600,7.8
2601,7.82
2602,8.84
2603,8.5
2604,9.2
2605,9.3
2606,10.5
2607,9.13
2608,9.54
2609,10
2610,9.1
2611,8.4
2612,9.25
2613,10.63
2614,8.8
2615,9.04
2616,9.77
2617,9.77
2618,9.44
2619,8.98
2620,10
2621,10
2622,8.72
2623,9.45
2624,9.2
2625,8.61
2626,9.37
2627,8.99
2628,9.3
2629,10.94
2630,8.85
2631,8.29
2632,9.4
2633,9.6
2634,9.3
2635,9.33
2636,9.88
2637,9.49
2638,9.59
2639,8.96
2640,9.77
2641,9.55
2642,10.1
2643,9.98
2644,9.23
2645,12.06
2646,8.32
2647,10.05
2648,8.72
2649,9.86
2650,12.15
2651,12.16
2652,8.83
2653,9.9
2654,9.07
2655,9.41
2656,11.35
2657,9.21
2658,9.5
2659,10.24
2660,9.43
2661,9.91
2662,9.33
2663,10.41
2664,10.16
2665,9.05
2666,9.55
2667,8.8
2668,9.47
2669,9.59
2670,9.87
2671,9.55
2672,9.2
2673,9.41
2674,9.24
2675,9.41
2676,10.18
2677,9.44
2678,9.21
2679,9.53
2680,9.09
2681,10.3
2682,10.24
2683,9.84
2684,9.67
2685,9.67
2686,9.87
2687,9.53
2688,9.88
2689,9.84
2690,9.93
2691,9.8
2692,10.03
2693,10
2694,9.8
2695,9.86
2696,9.79
2697,12.25
2698,11.5
2699,10
2700,12.4
2701,9.41
2702,9.98
2703,10.3
2704,11.25
2705,10.11
2706,9.73
2707,10.09
2708,9.8
2709,9.7
2710,9.7
2711,10.64
2712,9.82
2713,9.55
2714,10.19
2715,10.27
2716,9.64
2717,10.3
2718,10.34
2719,10.3
2720,10.04
2721,10.46
2722,10.4
2723,9.8
2724,10.14
2725,10.04
2726,12.6
2727,10.19
2728,12.05
2729,10.04
2730,10.15
2731,10.62
2732,10.66
2733,10.28
2734,10.4
2735,11.69
2736,10.28
2737,10.12
2738,10.2
2739,10.18
2740,10.11
2741,10.63
2742,12.02
2743,10.72
2744,10.91
2745,10.55
2746,10.67
2747,10.7
2748,12.7
2749,12.3
2750,4.6
2751,1.07
2752,8.8
2753,1.77
2754,12.83
2755,-2.15
2756,2.66
2757,3.05
2758,5.46
2759,8.51
2760,9.1
2761,2.07
2762,8.2
2763,-1.3
2764,9.97
2765,4.94
2766,3.53
2767,9
2768,7.3
2769,2.49
2770,8.22
2771,8.04
2772,3.28
2773,9.11
2774,8.11
2775,1.7
2776,3.78
2777,9.62
2778,5.67
2779,9.78
2780,8.71
2781,4.62
2782,4.04
2783,8.68
2784,5.72
2785,8.7
2786,10.6
2787,10.21
2788,9.47
2789,8.2
2790,7.39
2791,8.53
2792,5.3
2793,10.1
2794,6.91
2795,8.91
2796,9.39
2797,11.3
2798,11.25
2799,11.01
2800,11.9
2801,9
2802,8.8
2803,8.83
2804,11.1
2805,3.96
2806,4.67
2807,3.8
2808,4.25
2809,4.76
2810,4.4
2811,4.13
2812,4.55
2813,-1.6
2814,2.86
2815,2.8
2816,-6.6
2817,11.02
2818,5.25
2819,3.92
2820,4.01
2821,3.17
2822,5.29
2823,0.56
2824,3.41
2825,3.88
2826,-0.82
2827,3.7
2828,4.93
2829,0.59
2830,4.84
2831,5.69
2832,8.83
2833,7
2834,5.7
2835,10.22
2836,4.19
2837,4.1
2838,0.5
2839,7.69
2840,0.25
2841,11.715
2842,5.31
2843,6.12
2844,2.4
2845,4.69
2846,9.51
2847,9.12
2848,3.2
2849,9.58
2850,10
2851,7.71
2852,10.67
2853,5.42
2854,9.24
2855,7.41
2856,9.99
2857,10.76
2858,9.44
2859,7.18
2860,6.49
2861,10.02
2862,4.8
2863,8.02
2864,3.67
2865,7.47
2866,2.64
2867,9.54
2868,8.7
2869,8.65
2870,6.75
2871,10.47
2872,11
2873,9
2874,2.36
2875,1.2
2876,6.15
2877,7.01
2878,3.98
2879,4.2
2880,3.3
2881,2.34
2882,4.36
2883,7.39
2884,3.33
2885,5.89
2886,3.66
2887,0.76
2888,2.82
2889,4.16
2890,2.86
2891,4.44
2892,8.99
2893,4.25
2894,4.19
2895,8.33
2896,10.4
2897,3.34
2898,8.48
2899,6.7
2900,5.97
2901,6.12
2902,6.17
2903,9.6
2904,5.6
2905,8.9
2906,8.23
2907,8.5
2908,8.06
2909,6.19
2910,6.32
2911,3.15
2912,8.65
2913,8.62
2914,6.39
2915,2.36
2916,8.2
2917,8.77
2918,10.15
2919,9.6
2920,10.8
2921,9.1
2922,3.9
2923,3.99
2924,3.9
2925,6
2926,6.24
2927,5.59
2928,5.26
2929,5.88
2930,4.78
2931,6.77
2932,5.87
2933,4.84
2934,6.18
2935,11.49
2936,3.01
2937,4.73
2938,5
2939,5.355
2940,6.3
2941,1.44
2942,7.73
2943,3.2
2944,3.81
2945,3.04
2946,9.94
2947,4.2
2948,2.26
2949,4.55
2950,5.2
2951,7.18
2952,8.4
2953,6.5
2954,10.2
2955,6.5
2956,7.85
2957,5.34
2958,8.67
2959,8.9
2960,7.91
2961,7.95
2962,5.59
2963,10.08
2964,8.55
2965,8.08
2966,10.52
2967,8.9
2968,6.74
2969,4.25
2970,4.39
2971,0.7
2972,4.5
2973,2.38
2974,5.44
2975,5.94
2976,7.14
2977,6.45
2978,6.08
2979,4.83
2980,4.85
2981,3.9
2982,3.95
2983,5.99
2984,10.35
2985,3.9
2986,4.5
2987,-1.82
2988,4.01
2989,2.4
2990,6.39
2991,4.43
2992,9.23
2993,7.1
2994,4.2
2995,7
2996,8.01
2997,2.93
2998,10.17
2999,4.1
3000,8.24
3001,10.4
3002,10.62
3003,11.01
3004,5
3005,0.7
3006,-0.87
3007,0.84
3008,4.7
3009,1.81
3010,7.5
3011,5.27
3012,5.93
3013,6.26
3014,6.79
3015,6.16
3016,5
3017,4.91
3018,2.99
3019,2.33
3020,7.65
3021,4.89
3022,9.12
3023,4.63
3024,5.35
3025,6.71
3026,9.12
3027,8.67
3028,10.29
3029,8.19
3030,9.54
3031,9.59
3032,7.9
3033,6.16
3034,7.41
3035,6.28
3036,8.37
3037,0.87
3038,0.91
3039,5.3
3040,7.55
3041,6.45
3042,6.38
3043,10.73
3044,2.16
3045,3.35
3046,9.61
3047,6.37
3048,9.325
3049,8.66
3050,6.5
3051,7.24
3052,4.56
3053,7.2
3054,7.1
3055,5.5
3056,1.12
3057,8.52
3058,4.9
3059,10.06
3060,7.13
3061,8.65
3062,2.59
3063,8.88
3064,8.945
3065,9.2
3066,10.2
3067,9.66
3068,9.595
3069,9.69
3070,9.2
3071,6.7
3072,4.72
3073,7
3074,9.12
3075,8.31
3076,7.67
3077,10.65
3078,7.05
3079,8.5
3080,8.28
3081,10.37
3082,7.27
3083,4.89
3084,7.8
3085,7.31
3086,9.5
3087,9.7
3088,8.31
3089,6.9
3090,10.02
3091,8.11
3092,8.36
3093,6.3
3094,1.22
3095,9
3096,6.09
3097,6.17
3098,8.96
3099,8.03
3100,8.67
3101,3.33
3102,5.6
3103,8.18
3104,8.09
3105,5.43
3106,7.28
3107,8.62
3108,9.28
3109,8.71
3110,9.13
3111,7.54
3112,8.86
3113,7.2
3114,11.8
3115,5.7
3116,8.74
3117,7.45
3118,8.1
3119,8.87
3120,6.81
3121,5.34
3122,8.7
3123,8.58
3124,9.4
3125,8.35
3126,0.25
3127,4.3
3128,6.05
3129,-2.51
3130,8.79
3131,4.95
3132,10.84
3133,5.2
3134,7.12
3135,9.07
3136,7.6
3137,7.92
3138,-1.3
3139,3.66
3140,11
3141,4
3142,30.9
3143,9.43
3144,5.46
3145,7.53
3146,6.15
3147,9.1
3148,10.11
3149,6.31
3150,8.54
3151,1.02
3152,10.64
3153,9.91
3154,8.63
3155,9.53
3156,1.02
3157,8.28
3158,10.36
3159,13.6
3160,9.36
3161,9.55
3162,9.48
3163,7.66
3164,6.19
3165,10.94
3166,1.3
3167,8.23
3168,1.4
3169,6.69
3170,3.55
3171,3.14
3172,7.15
3173,5.71
3174,6.03
3175,9.23
3176,4.23
3177,9.54
3178,5.29
3179,4.5
3180,9.4
3181,7.91
3182,10.4
3183,7.15
3184,7.74
3185,9.81
3186,9.05
3187,-2
3188,4.65
3189,10.58
3190,9.86
3191,9.62
3192,10.06
3193,10.78
3194,7.5
3195,1.04
3196,10.8
3197,11.03
3198,5.6
3199,8.96
3200,8.51
3201,6.25
3202,10.29
3203,0.55
3204,2.77
3205,-0.44
3206,-1.13
3207,2.45
3208,7.74
3209,-0.59
3210,-0.5
3211,4.23
3212,8.99
3213,8.6
3214,3.25
3215,9.89
3216,9.16
3217,2.5
3218,2.52
3219,9.73
3220,6.96
3221,3.7
3222,6.25
3223,10.75
3224,4.52
3225,11.1
3226,8.39
3227,7.65
3228,10.7
3229,8.95
3230,10.72
3231,9.64
3232,8.09
3233,3.56
3234,6.08
3235,10.5
3236,9.57
3237,8.7
3238,6.27
3239,12.7
3240,10.99
3241,10.89
3242,10.08
3243,9.43
3244,7.08
3245,9.535
3246,9.71
3247,10.5
3248,8.3
3249,8.27
3250,11.2
3251,10.96
3252,10.4
3253,13.8
3254,9.75
3255,8.69
3256,8.73
3257,6.88
3258,10.75
3259,-2.98
3260,-0.26
3261,5.5
3262,2.3
3263,-0.88
3264,6.1
3265,4.05
3266,3.79
3267,3.59
3268,4.64
3269,3.59
3270,4.58
3271,7.18
3272,-0.24
3273,8
3274,2.5
3275,9.11
3276,3.14
3277,8.74
3278,1
3279,2.84
3280,5.81
3281,-0.59
3282,5.41
3283,9.92
3284,3.7
3285,6.65
3286,4.29
3287,4.66
3288,5.7
3289,4.45
3290,4.58
3291,7.4
3292,2.7
3293,9.15
3294,2.1
3295,4.24
3296,10.06
3297,1.61
3298,2.87
3299,8.65
3300,6.63
3301,-2.42
3302,2.85
3303,5.23
3304,8.47
3305,9.14
3306,4.17
3307,4.81
3308,5.15
3309,6.97
3310,8.55
3311,10.31
3312,3.94
3313,6.1
3314,9.37
3315,8.93
3316,11.7
3317,4.55
3318,3.5
3319,7.4
3320,8.88
3321,9.6
3322,7.05
3323,7.9
3324,6.45
3325,10.35
3326,6.89
3327,9
3328,5.18
3329,10.68
3330,10.99
3331,10.52
3332,8.55
3333,10.16
3334,10.6
3335,10.95
3336,6.66
3337,10.87
3338,9.75
3339,9.77
3340,9.62
3341,-0.73
3342,4.4
3343,8.95
3344,-0.83
3345,1.25
3346,1.31
3347,1.74
3348,8.65
3349,4.51
3350,2.92
3351,0.34
3352,0.69
3353,8.34
3354,4.6
3355,3.05
3356,-0.62
3357,2.1
3358,4.55
3359,2.21
3360,4.7
3361,5.13
3362,4.02
3363,9.24
3364,3.38
3365,2.7
3366,4.09
3367,5.08
3368,3
3369,8.5
3370,-0.33
3371,4.17
3372,-7
3373,5.04
3374,6.77
3375,6.57
3376,3.16
3377,4.02
3378,5.08
3379,3.61
3380,5.35
3381,8.89
3382,5.37
3383,5.4
3384,3.54
3385,9.66
3386,5.84
3387,5.14
3388,2.01
3389,5.58
3390,2.56
3391,9.42
3392,8.77
3393,-7
3394,5.29
3395,4.75
3396,7.35
3397,9.36
3398,9.23
3399,9.64
3400,4.24
3401,9.67
3402,5.28
3403,3.72
3404,5.71
3405,3.72
3406,8.94
3407,8.6
3408,3.78
3409,5.36
3410,6.8
3411,7.38
3412,3.77
3413,4.69
3414,6.73
3415,7.55
3416,9.68
3417,7.12
3418,10.74
3419,8.31
3420,11.33
3421,8.9
3422,10.095
3423,6.91
3424,8.45
3425,6.79
3426,7.14
3427,7.31
3428,9.78
3429,11.27
3430,8.7
3431,11.9
3432,10.42
3433,8.26
3434,8.78
3435,10.83
3436,10.28
3437,10.4
3438,8.9
3439,7.31
3440,11
3441,4.3
3442,3.51
3443,3.65
3444,0.85
3445,8.61
3446,11.99
3447,4.63
3448,5.04
3449,4.6
3450,4.8
3451,6.6
3452,2.21
3453,2.13
3454,5.67
3455,8.15
3456,5.44
3457,8.23
3458,4.7
3459,-4.9
3460,5.49
3461,3.18
3462,6.1
3463,2.4
3464,-1.6
3465,5.86
3466,8.05
3467,5.84
3468,4.93
3469,5.66
3470,6.55
3471,5.57
3472,6.47
3473,3.3
3474,2.19
3475,3.48
3476,8.1
3477,6.85
3478,6.6
3479,5.35
3480,6.71
3481,10.06
3482,3.6
3483,8.46
3484,9
3485,5.2
3486,5.2
3487,9
3488,7.88
3489,5.64
3490,5.26
3491,4
3492,4.36
3493,4.92
3494,6.12
3495,9.78
3496,6
3497,5.72
3498,6.3
3499,4.25
3500,4.89
3501,9.79
3502,8.81
3503,5.7
3504,8.01
3505,8.77
3506,9.02
3507,5.18
3508,10.28
3509,7.2
3510,3.8
3511,6.16
3512,8.31
3513,6.16
3514,10.405
3515,10.45
3516,10.95
3517,10.1
3518,8.55
3519,10.08
3520,5.84
3521,10.65
3522,10.51
3523,10.29
3524,10.6
3525,4
3526,11.2
3527,9.2
3528,8.83
3529,-0.67
3530,2.6
3531,-0.79
3532,-0.76
3533,3.46
3534,8.22
3535,3.7
3536,5.6
3537,0.7
3538,4.3
3539,5.4
3540,11.74
3541,3.95
3542,8.83
3543,6.39
3544,2.52
3545,6.2
3546,5.05
3547,1.31
3548,3.18
3549,5.67
3550,1.79
3551,4.9
3552,12.2
3553,-5.02
3554,9.45
3555,4.64
3556,1.71
3557,4.05
3558,6.05
3559,0.57
3560,1.95
3561,7.61
3562,2.19
3563,3.36
3564,2.22
3565,2.8
3566,3.01
3567,4.47
3568,4.46
3569,2.58
3570,3.39
3571,5.32
3572,6.08
3573,10.42
3574,3.56
3575,4.42
3576,5.7
3577,9.39
3578,4.96
3579,4.95
3580,5.52
3581,4.9
3582,6.3
3583,5.93
3584,6.75
3585,6.54
3586,6.1
3587,6.01
3588,5.26
3589,6.64
3590,6.29
3591,6.22
3592,8.47
3593,7.25
3594,8.05
3595,7
3596,6.49
3597,8.06
3598,8.46
3599,8.05
3600,7.24
3601,7.26
3602,8.75
3603,7.05
3604,9.2
3605,7.27
3606,7.68
3607,8.7
3608,9.01
3609,7.5
3610,8
3611,9.8
3612,9.54
3613,9.6
3614,7.63
3615,7.64
3616,9.3
3617,9
3618,10.32
3619,9.6
3620,9.77
3621,9.33
3622,9.2
3623,9.59
3624,9.77
3625,8.88
3626,9.05
3627,8.7
3628,9.06
3629,9.03
3630,8.31
3631,9.15
3632,12.02
3633,9.1
3634,9.65
3635,9.98
3636,10.36
3637,9.91
3638,9.93
3639,9.89
3640,10.3
3641,10.34
3642,10.38
3643,9.6
3644,9.61
3645,10.08
3646,10.13
3647,9.65
3648,11.6
3649,9.83
3650,9.55
3651,10.39
3652,9.8
3653,9.65
3654,11.19
3655,10.36
3656,10.52
3657,10.08
3658,10.46
3659,10.56
3660,10.18
3661,10.35
3662,10.73
3663,10.55
3664,10.59
3665,11.01
3666,11.9
